Name;Date of Birth;Type of Parliamentarian;Riding/Senatorial Division;Province/Territory;Gender;Political Affiliation
Monteith, Ken;1938-06-25;"MP (1990/12/19 - 1993/10/24)
MP (1988/11/21 - 1990/12/18)";"Elgin--Norfolk (1990/12/19 - 1993/10/24)
Elgin (1988/11/21 - 1990/12/18)";"Ontario
Ontario";M;Progressive Conservative Party (1988/11/21 - 1993/10/24)
Moore, Barry D.;1944-08-20;MP (1984/09/04 - 1993/10/24);Pontiac--Gatineau--Labelle (1984/09/04 - 1993/10/24);Quebec;M;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Muir, Robert;1919-11-09;"MP (1968/06/25 - 1979/03/25)
MP (1957/06/10 - 1968/06/24)
Senator (1979/03/26 - 1994/11/10)";"Cape Breton-The Sydneys (1979/03/26 - 1994/11/10)
Cape Breton--The Sydneys (1968/06/25 - 1979/03/25)
Cape Breton North and Victoria (1957/06/10 - 1968/06/24)";"Nova Scotia
Nova Scotia
Nova Scotia";M;Progressive Conservative Party (1957/06/10 - 1994/11/10)
Mulroney, Martin Brian;1939-03-19;"MP (1988/11/21 - 1993/10/24)
MP (1984/09/04 - 1988/11/20)
MP (1983/08/29 - 1984/09/03)";"Charlevoix (1988/11/21 - 1993/10/24)
Manicouagan (1984/09/04 - 1988/11/20)
Central Nova (1983/08/29 - 1984/09/03)";"Quebec
Quebec
Nova Scotia";M;Progressive Conservative Party (1983/08/29 - 1993/10/24)
Murphy, Rodney Edward;1946-10-15;MP (1979/05/22 - 1993/10/24);Churchill (1979/05/22 - 1993/10/24);Manitoba;M;New Democratic Party (1979/05/22 - 1993/10/24)
Murray, Lowell;1936-09-25;Senator (1979/09/13 - 2011/09/26);Pakenham (1979/09/13 - 2011/09/26);Ontario;M;Progressive Conservative Party (1979/09/13 - 2011/09/26)
Nault, Robert Daniel;1955-11-08;"MP (2015/10/19 - 2019/10/20)
MP (1988/11/21 - 2004/06/27)";"Kenora (2015/10/19 - 2019/10/20)
Kenora--Rainy River (1988/11/21 - 2004/06/27)";"Ontario
Ontario";M;"Liberal Party of Canada (2015/10/19 - 2019/10/20)
Liberal Party of Canada (1988/11/21 - 2004/06/27)"
Neiman, Joan Bissett;1920-09-08;Senator (1972/09/01 - 1995/09/09);Peel (1972/09/01 - 1995/09/09);Ontario;F;Liberal Party of Canada (1972/09/01 - 1995/09/09)
Nicholson, Rob;1952-04-28;"MP (2004/06/28 - 2019/10/20)
MP (1984/09/04 - 1993/10/24)";"Niagara Falls (2004/06/28 - 2019/10/20)
Niagara Falls (1984/09/04 - 1993/10/24)";"Ontario
Ontario";M;"Conservative Party of Canada (2004/06/28 - 2019/10/20)
Progressive Conservative Party (1984/09/04 - 1993/10/24)"
Nolin, Pierre Claude;1950-10-29;Senator (1993/06/18 - 2015/04/23);De Salaberry (1993/06/18 - 2015/04/23);Quebec;M;"Conservative Party of Canada (2004/02/02 - 2015/04/23)
Progressive Conservative Party (1993/06/18 - 2004/02/01)"
Nowlan, John Patrick (Pat);1931-11-09;"MP (1979/05/22 - 1993/10/24)
MP (1968/06/25 - 1979/05/21)
MP (1965/11/08 - 1968/06/24)";"Annapolis Valley--Hants (1979/05/22 - 1993/10/24)
Annapolis Valley (1968/06/25 - 1979/05/21)
Digby--Annapolis--Kings (1965/11/08 - 1968/06/24)";"Nova Scotia
Nova Scotia
Nova Scotia";M;"Independent Conservative (1990/11/21 - 1993/10/24)
Progressive Conservative Party (1965/11/08 - 1990/11/20)"
Nunziata, John V.;1955-01-03;MP (1984/09/04 - 2000/11/26);York South--Weston (1984/09/04 - 2000/11/26);Ontario;M;"Independent (1997/06/02 - 2000/11/26)
Liberal Party of Canada (1984/09/04 - 1997/06/01)"
Nurgitz, Nathan;1934-06-21;Senator (1979/10/03 - 1993/02/09);Winnipeg North (1979/10/03 - 1993/02/09);Manitoba;M;Progressive Conservative Party (1979/10/03 - 1993/02/09)
Nystrom, Lorne Edmund;1946-04-25;"MP (1998/06/18 - 2004/06/27)
MP (1997/06/02 - 1998/06/17)
MP (1968/06/25 - 1993/10/24)";"Regina--Qu'Appelle (1998/06/18 - 2004/06/27)
Qu'Appelle (1997/06/02 - 1998/06/17)
Yorkton--Melville (1968/06/25 - 1993/10/24)";"Saskatchewan
Saskatchewan
Saskatchewan";M;"New Democratic Party (1997/06/02 - 2004/06/27)
New Democratic Party (1968/06/25 - 1993/10/24)"
O'Kurley, Brian Alexander;1953-03-06;MP (1988/11/21 - 1993/10/24);Elk Island (1988/11/21 - 1993/10/24);Alberta;M;Progressive Conservative Party (1988/11/21 - 1993/10/24)
Oberle, Frank;1932-03-23;"MP (1979/05/22 - 1993/10/24)
MP (1972/10/30 - 1979/05/21)";"Prince George--Peace River (1979/05/22 - 1993/10/24)
Prince George--Peace River (1972/10/30 - 1979/05/21)";"British Columbia
British Columbia";M;Progressive Conservative Party (1972/10/30 - 1993/10/24)
Oliver, Donald H.;1938-11-15;Senator (1990/09/07 - 2013/11/16);South Shore (1990/09/07 - 2013/11/16);Nova Scotia;M;"Conservative Party of Canada (2004/02/02 - 2013/11/16)
Progressive Conservative Party (1990/09/07 - 2004/02/01)"
Olson, Horace Andrew (Bud);1925-10-05;"MP (1962/06/18 - 1972/10/29)
MP (1957/06/10 - 1958/03/30)
Senator (1977/04/05 - 1996/03/07)";"Alberta South (1977/04/05 - 1996/03/07)
Medicine Hat (1962/06/18 - 1972/10/29)
Medicine Hat (1957/06/10 - 1958/03/30)";"Alberta
Alberta
Alberta";M;"Liberal Party of Canada (1977/04/05 - 1996/03/07)
Liberal Party of Canada (1967/09/25 - 1972/10/29)
Social Credit Party of Canada (1962/06/18 - 1967/09/24)
Social Credit Party of Canada (1957/06/10 - 1958/03/30)"
Ottenheimer, Gerald R.;1934-06-03;Senator (1987/12/30 - 1998/01/18);Waterford-Trinity (1987/12/30 - 1998/01/18);Newfoundland and Labrador;M;Progressive Conservative Party (1987/12/30 - 1998/01/18)
Ouellet, André;1939-04-05;"MP (1988/11/21 - 1996/01/24)
MP (1967/05/29 - 1988/11/20)";"Papineau--Saint-Michel (1988/11/21 - 1996/01/24)
Papineau (1967/05/29 - 1988/11/20)";"Quebec
Quebec";M;Liberal Party of Canada (1967/05/29 - 1996/01/24)
Pagtakhan, Rey D.;1935-01-06;"MP (1997/06/02 - 2004/06/27)
MP (1988/11/21 - 1997/06/01)";"Winnipeg North--St. Paul (1997/06/02 - 2004/06/27)
Winnipeg North (1988/11/21 - 1997/06/01)";"Manitoba
Manitoba";M;Liberal Party of Canada (1988/11/21 - 2004/06/27)
Paproski, Steve Eugene;1928-09-22;"MP (1979/05/22 - 1993/10/24)
MP (1968/06/25 - 1979/05/21)";"Edmonton North (1979/05/22 - 1993/10/24)
Edmonton Centre (1968/06/25 - 1979/05/21)";"Alberta
Alberta";M;Progressive Conservative Party (1968/06/25 - 1993/10/24)
Parent, Gilbert;1935-07-24;"MP (1997/06/02 - 2000/11/26)
MP (1988/11/21 - 1997/06/01)
MP (1979/05/22 - 1984/09/03)
MP (1974/07/08 - 1979/05/21)";"Niagara Centre (1997/06/02 - 2000/11/26)
Welland--St. Catharines--Thorold (1988/11/21 - 1997/06/01)
Welland (1979/05/22 - 1984/09/03)
St. Catharines (1974/07/08 - 1979/05/21)";"Ontario
Ontario
Ontario
Ontario";M;"Liberal Party of Canada (1988/11/21 - 2000/11/26)
Liberal Party of Canada (1974/07/08 - 1984/09/03)"
Parker, Sidney James;1930-09-14;"MP (1988/11/21 - 1993/10/24)
MP (1980/02/18 - 1984/09/03)";"Kootenay East (1988/11/21 - 1993/10/24)
Kootenay East--Revelstoke (1980/02/18 - 1984/09/03)";"British Columbia
British Columbia";M;"New Democratic Party (1988/11/21 - 1993/10/24)
New Democratic Party (1980/02/18 - 1984/09/03)"
Perrault, Raymond J.;1926-02-05;"MP (1968/06/25 - 1972/10/29)
Senator (1973/10/05 - 2001/02/06)";"North Shore-Burnaby (1973/10/05 - 2001/02/06)
Burnaby--Seymour (1968/06/25 - 1972/10/29)";"British Columbia
British Columbia";M;"Liberal Party of Canada (1973/10/05 - 2001/02/06)
Liberal Party of Canada (1968/06/25 - 1972/10/29)"
Peterson, James Scott (Jim);1941-07-29;"MP (1988/11/21 - 2007/07/12)
MP (1980/02/18 - 1984/09/03)";"Willowdale (1988/11/21 - 2007/07/12)
Willowdale (1980/02/18 - 1984/09/03)";"Ontario
Ontario";M;"Liberal Party of Canada (1988/11/21 - 2007/07/12)
Liberal Party of Canada (1980/02/18 - 1984/09/03)"
Petten, William J.;1923-01-27;Senator (1968/04/08 - 1998/01/28);Bonavista (1968/04/08 - 1998/01/28);Newfoundland and Labrador;M;Liberal Party of Canada (1968/04/08 - 1998/01/28)
Phillips, Orville H.;1924-04-04;"MP (1957/06/10 - 1963/02/04)
Senator (1963/02/05 - 1999/03/24)";"Prince (1963/02/05 - 1999/03/24)
Prince (1957/06/10 - 1963/02/04)";"Prince Edward Island
Prince Edward Island";M;Progressive Conservative Party (1957/06/10 - 1999/03/24)
Phinney, Elizabeth  (Beth);1938-06-18;MP (1988/11/21 - 2006/01/22);Hamilton Mountain (1988/11/21 - 2006/01/22);Ontario;F;Liberal Party of Canada (1988/11/21 - 2006/01/22)
Pickard, Jerry;1940-11-13;"MP (1998/06/18 - 2006/01/22)
MP (1997/06/02 - 1998/06/17)
MP (1988/11/21 - 1997/06/01)";"Chatham-Kent--Essex (1998/06/18 - 2006/01/22)
Kent--Essex (1997/06/02 - 1998/06/17)
Essex--Kent (1988/11/21 - 1997/06/01)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (1988/11/21 - 2006/01/22)
Pitfield, P.  Michael;1937-06-17;Senator (1982/12/22 - 2010/06/01);Ottawa-Vanier (1982/12/22 - 2010/06/01);Ontario;M;Independent (1982/12/22 - 2010/06/01)
Plamondon, Louis;1943-07-30;"MP (2015/10/19 - )
MP (2004/09/01 - 2015/10/18)
MP (2004/06/28 - 2004/08/31)
MP (1998/06/18 - 2004/06/27)
MP (1984/09/04 - 1998/06/17)";"Bécancour--Nicolet--Saurel (2015/10/19 - )
Bas-Richelieu--Nicolet--Bécancour (2004/09/01 - 2015/10/18)
Richelieu (2004/06/28 - 2004/08/31)
Bas-Richelieu--Nicolet--Bécancour (1998/06/18 - 2004/06/27)
Richelieu (1984/09/04 - 1998/06/17)";"Quebec
Quebec
Quebec
Quebec
Quebec";M;"Bloc Québécois (2018/09/17 - )
Québec debout (2018/06/06 - 2018/09/16)
Groupe parlementaire québécois  (2018/02/28 - 2018/06/05)
Bloc Québécois (1990/12/20 - 2018/02/27)
Independent (1990/06/26 - 1990/12/19)
Progressive Conservative Party (1984/09/04 - 1990/06/25)"
Plourde, André;1937-01-11;MP (1984/09/04 - 1993/10/24);Kamouraska--Rivière-du-Loup (1984/09/04 - 1993/10/24);Quebec;M;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Poitras, Jean-Marie;1918-09-04;Senator (1988/09/26 - 1993/05/25);De Salaberry (1988/09/26 - 1993/05/25);Quebec;M;Progressive Conservative Party (1988/09/26 - 1993/05/25)
Porter, Robert Harold;1933-08-13;MP (1984/09/04 - 1993/10/24);Medicine Hat (1984/09/04 - 1993/10/24);Alberta;M;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Pronovost, Denis;1953-05-02;MP (1988/11/21 - 1993/10/24);Saint-Maurice (1988/11/21 - 1993/10/24);Quebec;M;"Independent (1993/06/17 - 1993/10/24)
Progressive Conservative Party (1988/11/21 - 1993/06/16)"
Proud, George Albert;1939-04-08;MP (1988/11/21 - 2000/11/26);Hillsborough (1988/11/21 - 2000/11/26);Prince Edward Island;M;Liberal Party of Canada (1988/11/21 - 2000/11/26)
Prud'homme, Marcel;1934-11-29;"MP (1964/02/10 - 1993/05/25)
Senator (1993/05/26 - 2009/11/30)";"La Salle (1993/05/26 - 2009/11/30)
Saint-Denis (1964/02/10 - 1993/05/25)";"Quebec
Quebec";M;"Independent (1993/05/26 - 2009/11/30)
Liberal Party of Canada (1964/02/10 - 1993/05/25)"
Redway, Alan;1935-03-10;"MP (1988/11/21 - 1993/10/24)
MP (1984/09/04 - 1988/11/20)";"Don Valley East (1988/11/21 - 1993/10/24)
York East (1984/09/04 - 1988/11/20)";"Ontario
Ontario";M;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Reid, Ian Angus Ross;1952-07-30;MP (1988/11/21 - 1993/10/24);St. John's East (1988/11/21 - 1993/10/24);Newfoundland and Labrador;M;Progressive Conservative Party (1988/11/21 - 1993/10/24)
Reimer, John Henry;1936-07-15;"MP (1984/09/04 - 1993/10/24)
MP (1979/05/22 - 1980/02/17)";"Kitchener (1984/09/04 - 1993/10/24)
Kitchener (1979/05/22 - 1980/02/17)";"Ontario
Ontario";M;"Progressive Conservative Party (1984/09/04 - 1993/10/24)
Progressive Conservative Party (1979/05/22 - 1980/02/17)"
Ricard, Guy;1942-08-01;"MP (1990/12/19 - 1993/10/24)
MP (1984/09/04 - 1990/12/18)";"Laval West (1990/12/19 - 1993/10/24)
Laval (1984/09/04 - 1990/12/18)";"Quebec
Quebec";M;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Richardson, Lee;1947-10-30;"MP (2004/09/01 - 2012/06/06)
MP (2004/06/28 - 2004/08/31)
MP (1988/11/21 - 1993/10/24)";"Calgary Centre (2004/09/01 - 2012/06/06)
Calgary South Centre (2004/06/28 - 2004/08/31)
Calgary Southeast (1988/11/21 - 1993/10/24)";"Alberta
Alberta
Alberta";M;"Conservative Party of Canada (2004/06/28 - 2012/06/06)
Progressive Conservative Party (1988/11/21 - 1993/10/24)"
Rideout, George Saunders;1945-01-01;MP (1988/11/21 - 1997/06/01);Moncton (1988/11/21 - 1997/06/01);New Brunswick;M;Liberal Party of Canada (1988/11/21 - 1997/06/01)
Riel, Maurice;1922-04-02;Senator (1973/10/05 - 1997/04/03);Shawinigan (1973/10/05 - 1997/04/03);Quebec;M;Liberal Party of Canada (1973/10/05 - 1997/04/03)
Riis, Nelson Andrew;1942-01-09;"MP (1998/06/18 - 2000/11/26)
MP (1988/11/21 - 1998/06/17)
MP (1980/02/18 - 1988/11/20)";"Kamloops, Thompson and Highland Valleys (1998/06/18 - 2000/11/26)
Kamloops (1988/11/21 - 1998/06/17)
Kamloops--Shuswap (1980/02/18 - 1988/11/20)";"British Columbia
British Columbia
British Columbia";M;New Democratic Party (1980/02/18 - 2000/11/26)
Rivest, Jean-Claude;1943-01-26;Senator (1993/03/11 - 2015/01/31);Stadacona (1993/03/11 - 2015/01/31);Quebec;M;"Independent (2004/06/02 - 2015/01/31)
Progressive Conservative Party (1993/03/11 - 2004/06/01)"
Rizzuto, Pietro;1934-03-17;Senator (1976/12/23 - 1997/08/03);Repentigny (1976/12/23 - 1997/08/03);Quebec;M;Liberal Party of Canada (1976/12/23 - 1997/08/03)
Roberge, Fernand;1940-07-18;Senator (1993/05/26 - 2000/07/19);Saurel (1993/05/26 - 2000/07/19);Quebec;M;Progressive Conservative Party (1993/05/26 - 2000/07/19)
Robertson, Brenda;1929-05-22;Senator (1984/12/21 - 2004/05/23);Riverview (1984/12/21 - 2004/05/23);New Brunswick;F;"Conservative Party of Canada (2004/02/02 - 2004/05/23)
Progressive Conservative Party (1984/12/21 - 2004/02/01)"
Robichaud, Fernand;1939-12-01;"MP (1993/10/25 - 1997/06/01)
MP (1988/11/21 - 1990/09/24)
MP (1984/09/04 - 1988/11/20)
Senator (1997/09/22 - 2014/12/01)";"New Brunswick (2010/02/28 - 2014/12/01)
Saint-Louis-de-Kent (1997/09/22 - 2010/02/27)
Beauséjour (1993/10/25 - 1997/06/01)
Beauséjour (1988/11/21 - 1990/09/24)
Westmorland--Kent (1984/09/04 - 1988/11/20)";"New Brunswick
New Brunswick
New Brunswick
New Brunswick
New Brunswick";M;"Liberal Party of Canada (1997/09/22 - 2014/12/01)
Liberal Party of Canada (1993/10/25 - 1997/06/01)
Liberal Party of Canada (1984/09/04 - 1990/09/24)"
Robichaud, Louis J.;1925-10-20;Senator (1973/12/21 - 2000/10/21);L'Acadie-Acadia (1973/12/21 - 2000/10/21);New Brunswick;M;Liberal Party of Canada (1973/12/21 - 2000)
Robinson, Svend Johannes;1952-03-03;"MP (1997/06/02 - 2004/06/27)
MP (1988/11/21 - 1997/06/01)
MP (1979/05/22 - 1988/11/20)";"Burnaby--Douglas (1997/06/02 - 2004/06/27)
Burnaby--Kingsway (1988/11/21 - 1997/06/01)
Burnaby (1979/05/22 - 1988/11/20)";"British Columbia
British Columbia
British Columbia";M;New Democratic Party (1979/05/22 - 2004/06/27)
Robitaille, Jean-Marc;1955-09-10;MP (1988/11/21 - 1993/10/24);Terrebonne (1988/11/21 - 1993/10/24);Quebec;M;Progressive Conservative Party (1988/11/21 - 1993/10/24)
Roblin, Dufferin (Duff);1917-06-16;Senator (1978/03/23 - 1992/06/17);Red River (1978/03/23 - 1992/06/17);Manitoba;M;Progressive Conservative Party (1978/03/23 - 1992/06/17)
Rocheleau, Gilles;1935-08-27;MP (1988/11/21 - 1993/10/24);Hull--Aylmer (1988/11/21 - 1993/10/24);Quebec;M;"Bloc Québécois (1990/12/20 - 1993/10/24)
Independent (1990/07/03 - 1990/12/19)
Liberal Party of Canada (1988/11/21 - 1990/07/02)"
Rodriguez, John R.;1937-02-11;"MP (1984/09/04 - 1993/10/24)
MP (1972/10/30 - 1980/02/17)";"Nickel Belt (1984/09/04 - 1993/10/24)
Nickel Belt (1972/10/30 - 1980/02/17)";"Ontario
Ontario";M;"New Democratic Party (1984/09/04 - 1993/10/24)
New Democratic Party (1972/10/30 - 1980/02/17)"
Rompkey, Bill;1936-05-12;"MP (1988/11/21 - 1995/09/20)
MP (1972/10/30 - 1988/11/20)
Senator (1995/09/21 - 2011/05/13)";"Newfoundland and Labrador (1995/09/21 - 2011/05/13)
Labrador (1988/11/21 - 1995/09/20)
Grand Falls--White Bay--Labrador (1972/10/30 - 1988/11/20)";"Newfoundland and Labrador
Newfoundland and Labrador
Newfoundland and Labrador";M;Liberal Party of Canada (1972/10/30 - 2011/05/13)
Ross, James W.;1938-09-05;Senator (1990/09/27 - 1993/05/25);Maritimes Divisional (1990/09/27 - 1993/05/25);Maritimes (Division);M;Progressive Conservative Party (1990/09/27 - 1993/05/25)
Rossiter, Eileen;1929-07-13;Senator (1986/11/17 - 2004/07/14);Prince Edward Island (1986/11/17 - 2004/07/14);Prince Edward Island;F;"Conservative Party of Canada (2004/02/02 - 2004/07/14)
Progressive Conservative Party (1986/11/17 - 2004/02/01)"
Roy-Arcelin, Nicole;1941-10-11;MP (1988/11/21 - 1993/10/24);Ahuntsic (1988/11/21 - 1993/10/24);Quebec;F;Progressive Conservative Party (1988/11/21 - 1993/10/24)
Samson, Cyril (Cid);1943-01-25;MP (1988/11/21 - 1993/10/24);Timmins--Chapleau (1988/11/21 - 1993/10/24);Ontario;M;New Democratic Party (1988/11/21 - 1993/10/24)
Sauvé, Jeanne;1922-04-25;"MP (1979/05/22 - 1984/01/15)
MP (1972/10/30 - 1979/05/21)";"Laval-des-Rapides (1979/05/22 - 1984/01/15)
Ahuntsic (1972/10/30 - 1979/05/21)";"Quebec
Quebec";F;Liberal Party of Canada (1972/10/30 - 1984/01/15)
Schneider, Larry;1938-03-22;MP (1988/11/21 - 1993/10/24);Regina--Wascana (1988/11/21 - 1993/10/24);Saskatchewan;M;Progressive Conservative Party (1988/11/21 - 1993/10/24)
Scott, Geoffrey Douglas;1938-03-01;MP (1978/10/16 - 1993/10/24);Hamilton--Wentworth (1978/10/16 - 1993/10/24);Ontario;M;Progressive Conservative Party (1978/10/16 - 1993/10/24)
Scott, William C.;1921-10-05;"MP (1968/06/25 - 1993/10/24)
MP (1965/11/08 - 1968/06/24)";"Victoria--Haliburton (1968/06/25 - 1993/10/24)
Victoria (1965/11/08 - 1968/06/24)";"Ontario
Ontario";M;Progressive Conservative Party (1965/11/08 - 1993/10/24)
Sherwood, Cyril Beverly;1915-06-30;Senator (1979/10/03 - 1990/07/01);Royal (1979/10/03 - 1990/07/01);New Brunswick;M;Progressive Conservative Party (1979/10/03 - 1990/07/01)
Shields, Jack Wendele;1929-12-24;"MP (1988/11/21 - 1993/10/24)
MP (1980/02/18 - 1988/11/20)";"Athabasca (1988/11/21 - 1993/10/24)
Athabasca (1980/02/18 - 1988/11/20)";"Alberta
Alberta";M;Progressive Conservative Party (1980/02/18 - 1993/10/24)
Siddon, Thomas Edward;1941-11-08;"MP (1988/11/21 - 1993/10/24)
MP (1979/05/22 - 1988/11/20)
MP (1978/10/16 - 1979/05/21)";"Richmond (1988/11/21 - 1993/10/24)
Richmond--South Delta (1979/05/22 - 1988/11/20)
Burnaby--Richmond--Delta (1978/10/16 - 1979/05/21)";"British Columbia
British Columbia
British Columbia";M;Progressive Conservative Party (1978/10/16 - 1993/10/24)
Simard, Jean-Maurice;1931-06-20;Senator (1985/06/26 - 2001/06/16);Edmundston (1985/06/26 - 2001/06/16);New Brunswick;M;"Progressive Conservative Party (1988/07/01 - 2001/06/16)
Independent Progressive Conservative (1988/03/15 - 1988/06/30)
Progressive Conservative Party (1985/06/26 - 1988/03/14)"
Simmons, Roger;1939-06-02;"MP (1988/11/21 - 1997/06/01)
MP (1979/09/19 - 1984/09/03)";"Burin--St. George's (1988/11/21 - 1997/06/01)
Burin--St. George's (1979/09/19 - 1984/09/03)";"Newfoundland and Labrador
Newfoundland and Labrador";M;"Liberal Party of Canada (1988/11/21 - 1997/06/01)
Liberal Party of Canada (1979/09/19 - 1984/09/03)"
Skelly, Raymond John;1941-06-30;"MP (1988/11/21 - 1993/10/24)
MP (1979/05/22 - 1988/11/20)";"North Island--Powell River (1988/11/21 - 1993/10/24)
Comox--Powell River (1979/05/22 - 1988/11/20)";"British Columbia
British Columbia";M;New Democratic Party (1979/05/22 - 1993/10/24)
Skelly, Robert Evans;1943-04-13;MP (1988/11/21 - 1993/10/24);Comox--Alberni (1988/11/21 - 1993/10/24);British Columbia;M;New Democratic Party (1988/11/21 - 1993/10/24)
Sobeski, Patrick (Pat) Anthony;1951-07-24;MP (1988/11/21 - 1993/10/24);Cambridge (1988/11/21 - 1993/10/24);Ontario;M;Progressive Conservative Party (1988/11/21 - 1993/10/25)
Soetens, René John;1948-09-06;MP (1988/11/21 - 1993/10/24);Ontario (1988/11/21 - 1993/10/24);Ontario;M;"Conservative Party of Canada (1993/10/24 - 2004/02/02)
Progressive Conservative Party (1988/11/21 - 2004/02/01)"
Sparrow, Barbara Jane (Bobbie);1935-07-10;"MP (1988/11/21 - 1993/10/24)
MP (1984/09/04 - 1988/11/20)";"Calgary Southwest (1988/11/21 - 1993/10/24)
Calgary South (1984/09/04 - 1988/11/20)";"Alberta
Alberta";F;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Sparrow, Herbert O.;1930-01-03;Senator (1968/02/09 - 2005/01/04);Saskatchewan (1968/02/09 - 2005/01/04);Saskatchewan;M;Liberal Party of Canada (1968/02/09 - 2005/01/04)
Speller, Robert (Bob);1956-02-28;"MP (1997/06/02 - 2004/06/27)
MP (1988/11/21 - 1997/06/01)";"Haldimand--Norfolk--Brant (1997/06/02 - 2004/06/27)
Haldimand--Norfolk (1988/11/21 - 1997/06/01)";"Ontario
Ontario";M;Liberal Party of Canada (1988/11/21 - 2004/06/27)
Spivak, Mira;1934-07-11;Senator (1986/11/17 - 2009/07/12);Manitoba (1986/11/17 - 2009/07/12);Manitoba;F;"Independent (2004/02/03 - 2009/07/12)
Conservative Party of Canada (2004/02/02 - 2004/02/02)
Progressive Conservative Party (1986/11/17 - 2004/02/01)"
St-Julien, Guy;1940-02-18;"MP (1998/06/18 - 2004/06/27)
MP (1997/06/02 - 1998/06/17)
MP (1984/09/04 - 1993/10/24)";"Abitibi--Baie-James--Nunavik (1998/06/18 - 2004/06/27)
Abitibi (1997/06/02 - 1998/06/17)
Abitibi (1984/09/04 - 1993/10/24)";"Quebec
Quebec
Quebec";M;"Liberal Party of Canada (1997/06/02 - 2004/06/27)
Progressive Conservative Party (1984/09/04 - 1993/10/24)"
St. Germain, Gerry;1937-11-05;"MP (1983/08/29 - 1988/11/20)
Senator (1993/06/23 - 2012/11/06)";"Langley-Pemberton-Whistler (1993/06/23 - 2012/11/06)
Mission--Port Moody (1983/08/29 - 1988/11/20)";"British Columbia
British Columbia";M;"Conservative Party of Canada (2004/02/02 - 2012/11/06)
Canadian Reform Conservative Alliance (2000/10/18 - 2004/02/01)
Independent Conservative (2000/06/30 - 2000/10/17)
Progressive Conservative Party (1993/06/23 - 2000/06/29)
Progressive Conservative Party (1983/08/29 - 1988/11/20)"
Stanbury, Richard J.;1923-05-01;Senator (1968/02/13 - 1998/05/02);York Centre (1968/02/13 - 1998/05/02);Ontario;M;Liberal Party of Canada (1968/02/13 - 1998/05/02)
Steuart, David Gordon;1916-01-25;Senator (1976/12/09 - 1991/01/26);Prince Albert-Duck Lake (1976/12/09 - 1991/01/26);Saskatchewan;M;Liberal Party of Canada (1976/12/09 - 1991/01/26)
Stevenson, Kenneth Ross;1942-09-30;MP (1988/11/21 - 1993/10/24);Durham (1988/11/21 - 1993/10/24);Ontario;M;Progressive Conservative Party (1988/11/21 - 1993/10/24)
Stewart, Christine Susan;1941-01-02;MP (1988/11/21 - 2000/11/26);Northumberland (1988/11/21 - 2000/11/26);Ontario;F;Liberal Party of Canada (1988/11/21 - 2000/11/26)
Stewart, John B.;1924-11-18;"MP (1962/06/18 - 1968/06/24)
Senator (1984/01/13 - 1999/11/19)";"Antigonish-Guysborough (1984/01/13 - 1999/11/19)
Antigonish--Guysborough (1962/06/18 - 1968/06/24)";"Nova Scotia
Nova Scotia";M;"Liberal Party of Canada (1984/01/13 - 1999/11/19)
Liberal Party of Canada (1962/06/18 - 1968/06/24)"
Stollery, Peter A.;1935-11-28;"MP (1972/10/30 - 1981/07/01)
Senator (1981/07/02 - 2010/11/29)";"Bloor and Yonge (Toronto) (1981/07/02 - 2010/11/29)
Spadina (1972/10/30 - 1981/07/01)";"Ontario
Ontario";M;Liberal Party of Canada (1972/10/30 - 2010/11/29)
Stratton, Terry;1938-03-15;Senator (1993/03/25 - 2013/03/16);Red River (1993/03/25 - 2013/03/16);Manitoba;M;"Conservative Party of Canada (2004/02/02 - 2013/03/16)
Progressive Conservative Party (1993/03/25 - 2004/02/01)"
Stupich, David;1921-12-04;MP (1988/11/21 - 1993/10/24);Nanaimo--Cowichan (1988/11/21 - 1993/10/24);British Columbia;M;New Democratic Party (1988/11/21 - 1993/10/24)
Sylvain, John;1924-06-06;Senator (1990/09/07 - 1996/02/01);Rougemont (1990/09/07 - 1996/02/01);Quebec;M;Progressive Conservative Party (1990/09/07 - 1996/02/01)
Tardif, Monique Bernatchez;1936-01-07;MP (1984/09/04 - 1993/10/24);Charlesbourg (1984/09/04 - 1993/10/24);Quebec;F;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Taylor, Leonard William (Len);1952-01-15;MP (1988/11/21 - 1997/06/01);The Battlefords--Meadow Lake (1988/11/21 - 1997/06/01);Saskatchewan;M;New Democratic Party (1988/11/21 - 1997/06/01)
Teed, Nancy Elizabeth;1949-02-25;Senator (1990/08/30 - 1993/01/29);Saint John (1990/08/30 - 1993/01/29);New Brunswick;F;Progressive Conservative Party (1990/08/30 - 1993/01/29)
Tétreault, Jacques;1929-04-07;"MP (1990/12/19 - 1993/10/24)
MP (1988/11/21 - 1990/12/18)";"Laval Centre (1990/12/19 - 1993/10/24)
Laval-des-Rapides (1988/11/21 - 1990/12/18)";"Quebec
Quebec";M;Progressive Conservative Party (1988/11/21 - 1993/10/24)
